POSTAL_CODE,STRATEGIC_CITY_NAME,region_id,region_seq,AREA_NAME,new_region_name,area_type
30004,"Atlanta, GA",atlanta_manual_west,1,atlanta_manual_west,Atlanta New Region 1,DMS
30005,"Atlanta, GA",atlanta_manual_west,1,atlanta_manual_west,Atlanta New Region 1,DMS
30006,"Atlanta, GA",atlanta_manual_west,1,atlanta_manual_west,Atlanta New Region 1,DMS
30007,"Atlanta, GA",atlanta_manual_west,1,atlanta_manual_west,Atlanta New Region 1,DMS
30008,"Atlanta, GA",atlanta_manual_west,1,atlanta_manual_west,Atlanta New Region 1,DMS
30009,"Atlanta, GA",atlanta_manual_west,1,atlanta_manual_west,Atlanta New Region 1,DMS
30023,"Atlanta, GA",atlanta_manual_west,1,atlanta_manual_west,Atlanta New Region 1,DMS
30028,"Atlanta, GA",atlanta_manual_west,1,atlanta_manual_west,Atlanta New Region 1,DMS
30036,"Atlanta, GA",atlanta_manual_west,1,atlanta_manual_west,Atlanta New Region 1,DMS
30040,"Atlanta, GA",atlanta_manual_west,1,atlanta_manual_west,Atlanta New Region 1,DMS
30060,"Atlanta, GA",atlanta_manual_west,1,atlanta_manual_west,Atlanta New Region 1,DMS
30061,"Atlanta, GA",atlanta_manual_west,1,atlanta_manual_west,Atlanta New Region 1,DMS
30062,"Atlanta, GA",atlanta_manual_west,1,atlanta_manual_west,Atlanta New Region 1,DMS
30063,"Atlanta, GA",atlanta_manual_west,1,atlanta_manual_west,Atlanta New Region 1,DMS
30064,"Atlanta, GA",atlanta_manual_west,1,atlanta_manual_west,Atlanta New Region 1,DMS
30065,"Atlanta, GA",atlanta_manual_west,1,atlanta_manual_west,Atlanta New Region 1,DMS
30066,"Atlanta, GA",atlanta_manual_west,1,atlanta_manual_west,Atlanta New Region 1,DMS
30067,"Atlanta, GA",atlanta_manual_west,1,atlanta_manual_west,Atlanta New Region 1,DMS
30068,"Atlanta, GA",atlanta_manual_west,1,atlanta_manual_west,Atlanta New Region 1,DMS
30069,"Atlanta, GA",atlanta_manual_west,1,atlanta_manual_west,Atlanta New Region 1,DMS
30074,"Atlanta, GA",atlanta_manual_west,1,atlanta_manual_west,Atlanta New Region 1,DMS
