subsidiary_name,strategic_city_name,plan_id,postal_code,region_id,region_seq,area_type,membership_rank,is_primary,overflow_allowed,overflow_penalty_minutes,overflow_reason
LGEAI,"North Jersey, NJ",legacy_7a0d2dcc29ee_v1,08053,north_jersey_nj_r01,1,,1,true,false,,
LGEAI,"North Jersey, NJ",legacy_7a0d2dcc29ee_v1,08055,north_jersey_nj_r01,1,,1,true,false,,
LGEAI,"North Jersey, NJ",legacy_7a0d2dcc29ee_v1,08015,north_jersey_nj_r01,1,,1,true,false,,
LGEAI,"North Jersey, NJ",legacy_7a0d2dcc29ee_v1,08054,north_jersey_nj_r01,1,,1,true,false,,
LGEAI,"North Jersey, NJ",legacy_7a0d2dcc29ee_v1,08052,north_jersey_nj_r01,1,,1,true,false,,
LGEAI,"North Jersey, NJ",legacy_7a0d2dcc29ee_v1,08048,north_jersey_nj_r01,1,,1,true,false,,
LGEAI,"North Jersey, NJ",legacy_7a0d2dcc29ee_v1,08068,north_jersey_nj_r01,1,,1,true,false,,
LGEAI,"North Jersey, NJ",legacy_7a0d2dcc29ee_v1,08110,north_jersey_nj_r01,1,,1,true,false,,
LGEAI,"North Jersey, NJ",legacy_7a0d2dcc29ee_v1,08036,north_jersey_nj_r01,1,,1,true,false,,
LGEAI,"North Jersey, NJ",legacy_7a0d2dcc29ee_v1,08057,north_jersey_nj_r01,1,,1,true,false,,
LGEAI,"North Jersey, NJ",legacy_7a0d2dcc29ee_v1,08077,north_jersey_nj_r01,1,,1,true,false,,
LGEAI,"North Jersey, NJ",legacy_7a0d2dcc29ee_v1,08065,north_jersey_nj_r01,1,,1,true,false,,
LGEAI,"North Jersey, NJ",legacy_7a0d2dcc29ee_v1,08060,north_jersey_nj_r01,1,,1,true,false,,
LGEAI,"North Jersey, NJ",legacy_7a0d2dcc29ee_v1,08533,north_jersey_nj_r01,1,,1,true,false,,
LGEAI,"North Jersey, NJ",legacy_7a0d2dcc29ee_v1,08046,north_jersey_nj_r01,1,,1,true,false,,
LGEAI,"North Jersey, NJ",legacy_7a0d2dcc29ee_v1,08075,north_jersey_nj_r01,1,,1,true,false,,
LGEAI,"North Jersey, NJ",legacy_7a0d2dcc29ee_v1,08022,north_jersey_nj_r01,1,,1,true,false,,
LGEAI,"North Jersey, NJ",legacy_7a0d2dcc29ee_v1,08016,north_jersey_nj_r01,1,,1,true,false,,
LGEAI,"North Jersey, NJ",legacy_7a0d2dcc29ee_v1,08515,north_jersey_nj_r01,1,,1,true,false,,
LGEAI,"North Jersey, NJ",legacy_7a0d2dcc29ee_v1,08505,north_jersey_nj_r01,1,,1,true,false,,
LGEAI,"North Jersey, NJ",legacy_7a0d2dcc29ee_v1,07974,north_jersey_nj_r02,2,,1,true,false,,
LGEAI,"North Jersey, NJ",legacy_7a0d2dcc29ee_v1,07901,north_jersey_nj_r02,2,,1,true,false,,
LGEAI,"North Jersey, NJ",legacy_7a0d2dcc29ee_v1,07041,north_jersey_nj_r02,2,,1,true,false,,
LGEAI,"North Jersey, NJ",legacy_7a0d2dcc29ee_v1,07928,north_jersey_nj_r02,2,,1,true,false,,
LGEAI,"North Jersey, NJ",legacy_7a0d2dcc29ee_v1,07078,north_jersey_nj_r02,2,,1,true,false,,
LGEAI,"North Jersey, NJ",legacy_7a0d2dcc29ee_v1,07079,north_jersey_nj_r02,2,,1,true,false,,
LGEAI,"North Jersey, NJ",legacy_7a0d2dcc29ee_v1,07940,north_jersey_nj_r02,2,,1,true,false,,
LGEAI,"North Jersey, NJ",legacy_7a0d2dcc29ee_v1,07050,north_jersey_nj_r02,2,,1,true,false,,
LGEAI,"North Jersey, NJ",legacy_7a0d2dcc29ee_v1,07932,north_jersey_nj_r02,2,,1,true,false,,
LGEAI,"North Jersey, NJ",legacy_7a0d2dcc29ee_v1,07960,north_jersey_nj_r02,2,,1,true,false,,
LGEAI,"North Jersey, NJ",legacy_7a0d2dcc29ee_v1,07945,north_jersey_nj_r02,2,,1,true,false,,
LGEAI,"North Jersey, NJ",legacy_7a0d2dcc29ee_v1,07930,north_jersey_nj_r02,2,,1,true,false,,
LGEAI,"North Jersey, NJ",legacy_7a0d2dcc29ee_v1,07052,north_jersey_nj_r02,2,,1,true,false,,
LGEAI,"North Jersey, NJ",legacy_7a0d2dcc29ee_v1,07039,north_jersey_nj_r02,2,,1,true,false,,
LGEAI,"North Jersey, NJ",legacy_7a0d2dcc29ee_v1,07853,north_jersey_nj_r02,2,,1,true,false,,
LGEAI,"North Jersey, NJ",legacy_7a0d2dcc29ee_v1,07028,north_jersey_nj_r02,2,,1,true,false,,
LGEAI,"North Jersey, NJ",legacy_7a0d2dcc29ee_v1,07003,north_jersey_nj_r02,2,,1,true,false,,
LGEAI,"North Jersey, NJ",legacy_7a0d2dcc29ee_v1,07042,north_jersey_nj_r02,2,,1,true,false,,
LGEAI,"North Jersey, NJ",legacy_7a0d2dcc29ee_v1,07110,north_jersey_nj_r02,2,,1,true,false,,
LGEAI,"North Jersey, NJ",legacy_7a0d2dcc29ee_v1,07927,north_jersey_nj_r02,2,,1,true,false,,
LGEAI,"North Jersey, NJ",legacy_7a0d2dcc29ee_v1,07981,north_jersey_nj_r02,2,,1,true,false,,
LGEAI,"North Jersey, NJ",legacy_7a0d2dcc29ee_v1,07014,north_jersey_nj_r02,2,,1,true,false,,
LGEAI,"North Jersey, NJ",legacy_7a0d2dcc29ee_v1,07044,north_jersey_nj_r02,2,,1,true,false,,
LGEAI,"North Jersey, NJ",legacy_7a0d2dcc29ee_v1,07869,north_jersey_nj_r02,2,,1,true,false,,
LGEAI,"North Jersey, NJ",legacy_7a0d2dcc29ee_v1,07836,north_jersey_nj_r02,2,,1,true,false,,
LGEAI,"North Jersey, NJ",legacy_7a0d2dcc29ee_v1,07043,north_jersey_nj_r02,2,,1,true,false,,
LGEAI,"North Jersey, NJ",legacy_7a0d2dcc29ee_v1,07950,north_jersey_nj_r02,2,,1,true,false,,
