region_code,region_name,region_seq,postal_code,area_type,required_center_type,membership_rank,is_primary,overflow_allowed,overflow_penalty_minutes,overflow_reason
atlanta_ga_r01,Region 1,1,30004,,,1,true,false,,
atlanta_ga_r01,Region 1,1,30005,,,1,true,false,,
atlanta_ga_r01,Region 1,1,30009,,,1,true,false,,
atlanta_ga_r01,Region 1,1,30011,,,1,true,false,,
atlanta_ga_r01,Region 1,1,30012,,,1,true,false,,
atlanta_ga_r01,Region 1,1,30014,,,1,true,false,,
atlanta_ga_r01,Region 1,1,30017,,,1,true,false,,
atlanta_ga_r01,Region 1,1,30019,,,1,true,false,,
atlanta_ga_r01,Region 1,1,30022,,,1,true,false,,
atlanta_ga_r01,Region 1,1,30024,,,1,true,false,,
atlanta_ga_r01,Region 1,1,30025,,,1,true,false,,
atlanta_ga_r01,Region 1,1,30028,,,1,true,false,,
atlanta_ga_r01,Region 1,1,30039,,,1,true,false,,
atlanta_ga_r01,Region 1,1,30040,,,1,true,false,,
atlanta_ga_r01,Region 1,1,30041,,,1,true,false,,
atlanta_ga_r01,Region 1,1,30043,,,1,true,false,,
atlanta_ga_r01,Region 1,1,30044,,,1,true,false,,
atlanta_ga_r01,Region 1,1,30045,,,1,true,false,,
atlanta_ga_r01,Region 1,1,30046,,,1,true,false,,
atlanta_ga_r01,Region 1,1,30047,,,1,true,false,,
atlanta_ga_r01,Region 1,1,30052,,,1,true,false,,
atlanta_ga_r01,Region 1,1,30054,,,1,true,false,,
atlanta_ga_r01,Region 1,1,30071,,,1,true,false,,
atlanta_ga_r01,Region 1,1,30075,,,1,true,false,,
atlanta_ga_r01,Region 1,1,30076,,,1,true,false,,
atlanta_ga_r01,Region 1,1,30078,,,1,true,false,,
atlanta_ga_r01,Region 1,1,30084,,,1,true,false,,
atlanta_ga_r01,Region 1,1,30087,,,1,true,false,,
atlanta_ga_r01,Region 1,1,30092,,,1,true,false,,
atlanta_ga_r01,Region 1,1,30093,,,1,true,false,,
atlanta_ga_r01,Region 1,1,30096,,,1,true,false,,
atlanta_ga_r01,Region 1,1,30097,,,1,true,false,,
atlanta_ga_r01,Region 1,1,30107,,,1,true,false,,
atlanta_ga_r01,Region 1,1,30114,,,1,true,false,,
atlanta_ga_r01,Region 1,1,30115,,,1,true,false,,
atlanta_ga_r01,Region 1,1,30143,,,1,true,false,,
atlanta_ga_r01,Region 1,1,30175,,,1,true,false,,
atlanta_ga_r01,Region 1,1,30188,,,1,true,false,,
atlanta_ga_r01,Region 1,1,30340,,,1,true,false,,
atlanta_ga_r01,Region 1,1,30350,,,1,true,false,,
atlanta_ga_r01,Region 1,1,30360,,,1,true,false,,
atlanta_ga_r01,Region 1,1,30504,,,1,true,false,,
atlanta_ga_r01,Region 1,1,30506,,,1,true,false,,
atlanta_ga_r01,Region 1,1,30507,,,1,true,false,,
atlanta_ga_r01,Region 1,1,30510,,,1,true,false,,
atlanta_ga_r01,Region 1,1,30512,,,1,true,false,,
atlanta_ga_r01,Region 1,1,30513,,,1,true,false,,
atlanta_ga_r01,Region 1,1,30517,,,1,true,false,,
atlanta_ga_r01,Region 1,1,30518,,,1,true,false,,
atlanta_ga_r01,Region 1,1,30519,,,1,true,false,,
atlanta_ga_r01,Region 1,1,30523,,,1,true,false,,
atlanta_ga_r01,Region 1,1,30527,,,1,true,false,,
atlanta_ga_r01,Region 1,1,30528,,,1,true,false,,
atlanta_ga_r01,Region 1,1,30531,,,1,true,false,,
atlanta_ga_r01,Region 1,1,30533,,,1,true,false,,
atlanta_ga_r01,Region 1,1,30534,,,1,true,false,,
atlanta_ga_r01,Region 1,1,30535,,,1,true,false,,
atlanta_ga_r01,Region 1,1,30536,,,1,true,false,,
atlanta_ga_r01,Region 1,1,30540,,,1,true,false,,
atlanta_ga_r01,Region 1,1,30542,,,1,true,false,,
atlanta_ga_r01,Region 1,1,30548,,,1,true,false,,
atlanta_ga_r01,Region 1,1,30549,,,1,true,false,,
atlanta_ga_r01,Region 1,1,30566,,,1,true,false,,
atlanta_ga_r01,Region 1,1,30567,,,1,true,false,,
atlanta_ga_r01,Region 1,1,30572,,,1,true,false,,
atlanta_ga_r01,Region 1,1,30601,,,1,true,false,,
atlanta_ga_r01,Region 1,1,30605,,,1,true,false,,
atlanta_ga_r01,Region 1,1,30606,,,1,true,false,,
atlanta_ga_r01,Region 1,1,30607,,,1,true,false,,
atlanta_ga_r01,Region 1,1,30619,,,1,true,false,,
atlanta_ga_r01,Region 1,1,30620,,,1,true,false,,
atlanta_ga_r01,Region 1,1,30621,,,1,true,false,,
atlanta_ga_r01,Region 1,1,30622,,,1,true,false,,
atlanta_ga_r01,Region 1,1,30628,,,1,true,false,,
atlanta_ga_r01,Region 1,1,30641,,,1,true,false,,
atlanta_ga_r01,Region 1,1,30650,,,1,true,false,,
atlanta_ga_r01,Region 1,1,30655,,,1,true,false,,
atlanta_ga_r01,Region 1,1,30656,,,1,true,false,,
atlanta_ga_r01,Region 1,1,30663,,,1,true,false,,
atlanta_ga_r01,Region 1,1,30677,,,1,true,false,,
atlanta_ga_r01,Region 1,1,30680,,,1,true,false,,
atlanta_ga_r01,Region 1,1,30683,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30002,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30008,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30013,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30016,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30030,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30032,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30033,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30034,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30038,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30058,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30060,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30062,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30064,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30066,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30067,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30068,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30079,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30080,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30082,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30083,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30088,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30094,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30101,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30102,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30106,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30110,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30116,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30117,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30120,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30122,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30126,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30127,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30132,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30134,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30135,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30141,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30144,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30152,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30157,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30168,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30179,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30180,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30187,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30189,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30213,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30214,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30215,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30223,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30224,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30228,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30233,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30236,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30238,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30248,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30252,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30253,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30260,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30263,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30265,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30268,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30269,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30273,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30274,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30276,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30277,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30281,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30290,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30291,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30294,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30296,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30297,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30305,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30306,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30307,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30308,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30309,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30310,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30311,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30312,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30313,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30314,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30315,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30316,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30317,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30318,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30319,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30324,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30326,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30327,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30328,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30329,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30331,,,1,true,false,,
atlanta_ga_r02,Region 2,2,30332,,,1,true,false,,
