POSTAL_CODE,region_id,region_seq,new_region_name
30004,atlanta_manual_west,1,Atlanta New Region 1
30005,atlanta_manual_west,1,Atlanta New Region 1
30006,atlanta_manual_west,1,Atlanta New Region 1
30007,atlanta_manual_west,1,Atlanta New Region 1
30008,atlanta_manual_west,1,Atlanta New Region 1
30009,atlanta_manual_west,1,Atlanta New Region 1
30023,atlanta_manual_west,1,Atlanta New Region 1
30028,atlanta_manual_west,1,Atlanta New Region 1
30036,atlanta_manual_west,1,Atlanta New Region 1
30040,atlanta_manual_west,1,Atlanta New Region 1
30060,atlanta_manual_west,1,Atlanta New Region 1
30061,atlanta_manual_west,1,Atlanta New Region 1
30062,atlanta_manual_west,1,Atlanta New Region 1
30063,atlanta_manual_west,1,Atlanta New Region 1
30064,atlanta_manual_west,1,Atlanta New Region 1
30065,atlanta_manual_west,1,Atlanta New Region 1
30066,atlanta_manual_west,1,Atlanta New Region 1
30067,atlanta_manual_west,1,Atlanta New Region 1
30068,atlanta_manual_west,1,Atlanta New Region 1
30069,atlanta_manual_west,1,Atlanta New Region 1
30074,atlanta_manual_west,1,Atlanta New Region 1
30075,atlanta_manual_west,1,Atlanta New Region 1
30080,atlanta_manual_west,1,Atlanta New Region 1
30081,atlanta_manual_west,1,Atlanta New Region 1
30082,atlanta_manual_west,1,Atlanta New Region 1
30090,atlanta_manual_west,1,Atlanta New Region 1
30098,atlanta_manual_west,1,Atlanta New Region 1
30101,atlanta_manual_west,1,Atlanta New Region 1
30102,atlanta_manual_west,1,Atlanta New Region 1
30106,atlanta_manual_west,1,Atlanta New Region 1
30107,atlanta_manual_west,1,Atlanta New Region 1
30109,atlanta_manual_west,1,Atlanta New Region 1
30111,atlanta_manual_west,1,Atlanta New Region 1
30114,atlanta_manual_west,1,Atlanta New Region 1
30115,atlanta_manual_west,1,Atlanta New Region 1
30120,atlanta_manual_west,1,Atlanta New Region 1
30126,atlanta_manual_west,1,Atlanta New Region 1
30127,atlanta_manual_west,1,Atlanta New Region 1
30132,atlanta_manual_west,1,Atlanta New Region 1
30133,atlanta_manual_west,1,Atlanta New Region 1
30134,atlanta_manual_west,1,Atlanta New Region 1
30137,atlanta_manual_west,1,Atlanta New Region 1
30141,atlanta_manual_west,1,Atlanta New Region 1
30142,atlanta_manual_west,1,Atlanta New Region 1
30143,atlanta_manual_west,1,Atlanta New Region 1
30144,atlanta_manual_west,1,Atlanta New Region 1
30146,atlanta_manual_west,1,Atlanta New Region 1
30148,atlanta_manual_west,1,Atlanta New Region 1
30151,atlanta_manual_west,1,Atlanta New Region 1
30152,atlanta_manual_west,1,Atlanta New Region 1
30154,atlanta_manual_west,1,Atlanta New Region 1
30156,atlanta_manual_west,1,Atlanta New Region 1
30157,atlanta_manual_west,1,Atlanta New Region 1
30160,atlanta_manual_west,1,Atlanta New Region 1
30168,atlanta_manual_west,1,Atlanta New Region 1
30169,atlanta_manual_west,1,Atlanta New Region 1
30175,atlanta_manual_west,1,Atlanta New Region 1
30177,atlanta_manual_west,1,Atlanta New Region 1
30188,atlanta_manual_west,1,Atlanta New Region 1
30189,atlanta_manual_west,1,Atlanta New Region 1
30301,atlanta_manual_west,1,Atlanta New Region 1
30302,atlanta_manual_west,1,Atlanta New Region 1
30303,atlanta_manual_west,1,Atlanta New Region 1
30305,atlanta_manual_west,1,Atlanta New Region 1
30308,atlanta_manual_west,1,Atlanta New Region 1
30309,atlanta_manual_west,1,Atlanta New Region 1
30313,atlanta_manual_west,1,Atlanta New Region 1
30314,atlanta_manual_west,1,Atlanta New Region 1
30318,atlanta_manual_west,1,Atlanta New Region 1
30325,atlanta_manual_west,1,Atlanta New Region 1
30327,atlanta_manual_west,1,Atlanta New Region 1
30332,atlanta_manual_west,1,Atlanta New Region 1
30334,atlanta_manual_west,1,Atlanta New Region 1
30339,atlanta_manual_west,1,Atlanta New Region 1
30343,atlanta_manual_west,1,Atlanta New Region 1
30353,atlanta_manual_west,1,Atlanta New Region 1
30355,atlanta_manual_west,1,Atlanta New Region 1
30357,atlanta_manual_west,1,Atlanta New Region 1
30358,atlanta_manual_west,1,Atlanta New Region 1
30361,atlanta_manual_west,1,Atlanta New Region 1
30363,atlanta_manual_west,1,Atlanta New Region 1
30369,atlanta_manual_west,1,Atlanta New Region 1
30370,atlanta_manual_west,1,Atlanta New Region 1
30371,atlanta_manual_west,1,Atlanta New Region 1
30375,atlanta_manual_west,1,Atlanta New Region 1
30377,atlanta_manual_west,1,Atlanta New Region 1
30384,atlanta_manual_west,1,Atlanta New Region 1
30513,atlanta_manual_west,1,Atlanta New Region 1
30522,atlanta_manual_west,1,Atlanta New Region 1
30536,atlanta_manual_west,1,Atlanta New Region 1
30540,atlanta_manual_west,1,Atlanta New Region 1
30560,atlanta_manual_west,1,Atlanta New Region 1
30572,atlanta_manual_west,1,Atlanta New Region 1
30597,atlanta_manual_west,1,Atlanta New Region 1
31144,atlanta_manual_west,1,Atlanta New Region 1
31150,atlanta_manual_west,1,Atlanta New Region 1
31156,atlanta_manual_west,1,Atlanta New Region 1
